strain_id,ERV25_RBD2_noMTX_noDrug_avg_logratio_Fitness,ERV25_RBD2_MTX_noDrug_avg_logratio_Fitness,ERV25_RBD2_noMTX_5-FC_avg_logratio_Fitness,ERV25_RBD2_MTX_5-FC_avg_logratio_Fitness,ERV25_RBD2_noMTX_Fluconazole_avg_logratio_Fitness,ERV25_RBD2_MTX_Fluconazole_avg_logratio_Fitness,ERV25_RBD2_noMTX_Metformin_avg_logratio_Fitness,ERV25_RBD2_MTX_Metformin_avg_logratio_Fitness,ERV25_RBD2_noMTX_Trifluoperazine_avg_logratio_Fitness,ERV25_RBD2_MTX_Trifluoperazine_avg_logratio_Fitness
1005,-4.852823483235959,-6.027936738254835,-3.118836029258966,-5.724848867158969,-5.957268782160873,-7.409151004518986,-4.975015219407048,-5.701891863368694,-4.495318205704066,-5.18232674349354
1007,-2.0830623093754634,-4.565530486451944,-0.8228892168587445,-4.42340666279976,-0.5596801705662799,-3.861782251994939,-1.4871404849915448,-3.4470043612052255,-1.023950999902545,-4.719920491690649
1013,-1.3904172314330672,-0.6618530254231425,0.23237401187570095,-0.3384441620786037,0.7450276016565677,-1.6542635023555174,0.20387073603389544,-0.3358081505370018,1.0520505468199801,-0.31624303066184745
1016,0.6033571601301331,-8.73086640363712,0.22188923977007702,-9.588742579984936,-5.941842676474552,-8.527118169180117,0.36386437558225726,-7.319859028029825,0.41807501321732565,-7.885256408875827
1018,-2.6853988223228287,-0.907066779537447,-2.034315814830877,-0.6235789136033009,-3.836398823443485,-0.6868110164664599,-2.3098482990551656,-0.007278098490027696,-2.32339915317731,-0.14867702605855415
1020,-1.599269341009328,-0.8248180381455721,0.23085378471567514,-0.14326935902057172,-2.30414797703997,-3.741226968355422,-1.2023645004290096,1.3412181833153574,-0.883631534169709,1.0330539956340792
1025,-0.34830108770258517,-7.511453975416446,-0.29550325398725735,-6.457115934055988,-0.9981284887977953,-5.727209802623288,-0.0728625221713227,-5.892927850169727,-0.2554876275107593,-6.4361281713365015
1027,0.5379885908475757,-8.293450941015143,0.9872212564627354,-8.15132711736296,0.21609273413078392,-6.882183956918716,0.4954288228531463,-6.674924815768425,0.5342154797022529,-7.947840946253849
1035,-0.43697193362880804,3.162389968111255,0.6563724651531757,2.9573689534224794,-0.909900029636826,1.0546627550874315,0.022585696341541173,2.1072578671838587,-1.4013947509842792,3.983049104980549
1038,-1.4908735783960654,-3.4803825391336227,-2.701545605249363,0.077047762202717,-5.229843673422716,-6.850660715159021,-1.901651258350057,1.0004278986964006,-2.1527442872550124,-2.8105087296230167
