Condition,total_reads,mapped_reads,%_barcode_mapped,nb_strains
A_noMTX_5-FC.SNA4_VAC8,61613,60225,97.74722866927435,342
A_noMTX_5-FC.MID2_RSN1,76614,75457,98.48983214556087,350
A_noMTX_5-FC.HNM1_MAM33,123067,121258,98.53006898681205,347
A_noMTX_5-FC.ERG11_HYR1,82023,81080,98.85032247052656,334
A_noMTX_5-FC.TPO1_MID2,82828,81674,98.60675134012654,336
A_noMTX_5-FC.RET2_SNA3,81215,80407,99.00510989349259,321
A_noMTX_5-FC.ERV25_RBD2,125017,122712,98.156250749898,355
A_noMTX_5-FC.PLM2_HNM1,144128,142617,98.9516263321492,346
A_noMTX_5-FC.SRO9_GIS2,106035,104585,98.63252699580327,348
A_noMTX_5-FC.HNM1_TPO2,104891,103003,98.2000362280844,345
A_noMTX_5-FC.ERG11_PIS1,125387,123376,98.39616547169962,353
A_noMTX_5-FC.RET2_EMP70,108026,107049,99.09558809916132,333
A_noMTX_5-FC.SSH1_PIS1,160513,158440,98.70851582114845,353
A_noMTX_5-FC.RET2_EMP47,144650,143645,99.30521949533356,336
A_noMTX_5-FC.HNM1_MID2,174163,172026,98.7729885222464,355
A_noMTX_5-FC.ERV25_ORM2,136130,134213,98.59178726217586,345
A_noMTX_5-FC.FMP45_MID2,123195,121682,98.77186574130444,351
A_noMTX_5-FC.ERV25_ERG5,136571,135072,98.9024024133967,349
A_noMTX_5-FC.HUG1_ADE17,106177,103588,97.56161880633282,349
A_noMTX_5-FC.GTR1_SLM4,100434,99453,99.02323914212319,345
A_noMTX_5-FC.ERG11_ERG5,102317,100976,98.689367358308,336
A_noMTX_5-FC.HUG1_ALO1,354950,348568,98.20200028172982,356
A_noMTX_5-FC.MID2_MAM33,150581,148882,98.87170360138397,349
A_noMTX_5-FC.HNM1_RBD2,88723,87194,98.27665881451259,335
A_noMTX_5-FC.TPO1_TPO2,90026,88987,98.84588896540998,335
A_noMTX_5-FC.ALO1_ADE17,160181,158787,99.12973448786062,346
A_noMTX_5-FC.MID2_TPO2,396276,388265,97.97842917562507,358
A_noMTX_5-FC.MID2_PIN2,501435,493145,98.3467448423026,359
A_noMTX_5-FC.PMC1_GTR2,113848,112504,98.81947860304969,345
A_noMTX_5-FC.FMP45_HNM1,164094,162222,98.85919046400234,351
A_noMTX_5-FC.ALO1_HYR1,128467,126866,98.75376555847026,344
A_noMTX_5-FC.ADE17_GIS2,81706,80315,98.29755464714952,346
A_noMTX_5-FC.SSH1_ERG11,90848,89264,98.25642831983092,343
A_noMTX_5-FC.noPPI_reference,79115,77449,97.89420463881692,351
A_noMTX_5-FC.ERG11_ORM2,128912,127780,99.12188159364528,338
A_noMTX_5-FC.ERV25_PIS1,98941,97788,98.83465903922539,342
A_noMTX_5-FC.ERG27_ACF2,84437,82799,98.0600921397018,333
A_noMTX_5-FC.ERG11_ACF2,135403,133576,98.6506945931774,350
A_noMTX_5-FC.FMP45_MEP1,67011,65831,98.23909507394308,351
A_noMTX_5-FC.ADE17_PGM2,58152,57264,98.47296739579035,338
A_noMTX_5-FC.MID2_TPO4,113052,111191,98.35385486324877,357
A_noMTX_5-FC.ALO1_UIP4,116465,115058,98.79191173313872,349
A_noMTX_5-FC.HUG1_PGM2,84499,82965,98.18459390051953,347
A_noMTX_5-FC.HNM1_TPO1,132938,131194,98.688110246882,348
A_noMTX_5-FC.ADE17_HYR1,459523,452597,98.49278490956928,359
A_noMTX_5-FC.MID2_WSC2,93581,92728,99.08849018497344,338
A_noMTX_5-FC.ERG11_ERV25,128508,126913,98.75883213496436,351
A_noMTX_5-FC.DHH1_LSM3,83000,81175,97.8012048192771,358
A_noMTX_5-FC.ERV25_UIP4,95241,93536,98.20980460095967,355
A_noMTX_5-FC.ERV25_EMP47,52086,51190,98.27976807587451,344
A_noMTX_5-FC.HNM1_ERG11,107048,105278,98.34653613332337,351
A_noMTX_5-FC.SNA4_GTR2,75339,73493,97.54974183357888,352
A_noMTX_5-FC.ERG11_TPO4,98425,97304,98.86106172212344,344
A_noMTX_5-FC.HNM1_TPO4,87576,86253,98.4893121403124,350
A_noMTX_5-FC.SSH1_ORM2,74327,73013,98.23213637036339,347
A_noMTX_5-FC.SSH1_ERV25,155660,153603,98.67853012977001,349
A_noMTX_5-FC.ERG11_MID2,178608,176383,98.75425512854967,353
A_noMTX_5-FC.TPO1_TCB2,113009,112008,99.11422984010123,328
A_noMTX_5-FC.SRO9_DHH1,97018,95688,98.62912036941599,343
A_noMTX_5-FC.PLM2_SNA3,97925,95029,97.04263466938984,346
A_noMTX_5-FC.PMC1_CTR2,92906,91837,98.84937463672959,347
A_noMTX_5-FC.SRO9_SGN1,128169,126553,98.73916469661151,347
