Condition,total_reads,mapped_reads,%_barcode_mapped,nb_strains
B_noMTX_Trifluoperazine.PMC1_CTR2,63300,62250,98.34123222748815,342
B_noMTX_Trifluoperazine.MID2_PIN2,291314,285461,97.99082776660237,361
B_noMTX_Trifluoperazine.HUG1_PGM2,61931,60511,97.70712567211896,351
B_noMTX_Trifluoperazine.SSH1_PIS1,207505,204340,98.474735548541,354
B_noMTX_Trifluoperazine.DHH1_LSM3,125487,122931,97.96313562361041,351
B_noMTX_Trifluoperazine.SNA4_VAC8,125869,122315,97.17642946237756,352
B_noMTX_Trifluoperazine.MID2_MAM33,105909,104367,98.54403308500694,350
B_noMTX_Trifluoperazine.ALO1_ADE17,90827,89939,99.02231715238861,325
B_noMTX_Trifluoperazine.HNM1_TPO1,103212,101706,98.54086734100686,345
B_noMTX_Trifluoperazine.SSH1_ERV25,93408,92310,98.82451181911614,347
B_noMTX_Trifluoperazine.HNM1_TPO4,77067,75950,98.55061180531226,324
B_noMTX_Trifluoperazine.ALO1_UIP4,65860,64310,97.64652292742181,347
B_noMTX_Trifluoperazine.GTR1_SLM4,194035,191849,98.87339912902311,352
B_noMTX_Trifluoperazine.HNM1_MID2,66113,64796,98.00795607520458,353
B_noMTX_Trifluoperazine.RET2_EMP47,84286,83441,98.99746102555585,335
B_noMTX_Trifluoperazine.FMP45_MID2,247521,241613,97.61313181507832,361
B_noMTX_Trifluoperazine.RET2_SNA3,194293,192625,99.14150278188097,338
B_noMTX_Trifluoperazine.ERV25_ERG5,227061,223743,98.53871867031326,360
B_noMTX_Trifluoperazine.PMC1_GTR2,119491,117686,98.48942598187311,350
B_noMTX_Trifluoperazine.HNM1_TPO2,84245,81934,97.25681049320436,352
B_noMTX_Trifluoperazine.ERG11_MID2,137569,135794,98.7097383858282,353
B_noMTX_Trifluoperazine.ERV25_RBD2,137059,134049,97.8038654885852,349
B_noMTX_Trifluoperazine.SSH1_ERG11,82362,80659,97.9322988756951,339
B_noMTX_Trifluoperazine.SRO9_DHH1,178576,175315,98.17388674849924,359
B_noMTX_Trifluoperazine.ADE17_HYR1,22844,21897,95.8544913325162,335
B_noMTX_Trifluoperazine.noPPI_reference,272190,266325,97.84525515265072,357
B_noMTX_Trifluoperazine.HNM1_MAM33,88605,86284,97.38050900062073,350
B_noMTX_Trifluoperazine.MID2_WSC2,186950,184859,98.8815191227601,347
B_noMTX_Trifluoperazine.HUG1_ADE17,51347,49494,96.39122051921241,349
B_noMTX_Trifluoperazine.ADE17_GIS2,29763,28842,96.90555387561737,335
B_noMTX_Trifluoperazine.TPO1_MID2,51269,50112,97.7432756636564,339
B_noMTX_Trifluoperazine.ERG11_ERG5,89293,87871,98.40748994882019,346
B_noMTX_Trifluoperazine.ERG11_ACF2,195521,191877,98.1362615780402,356
B_noMTX_Trifluoperazine.ADE17_PGM2,99927,97861,97.9324907182243,347
B_noMTX_Trifluoperazine.ERV25_UIP4,271972,265103,97.47437236186079,361
B_noMTX_Trifluoperazine.ERG11_ERV25,331775,325640,98.15085524828574,361
B_noMTX_Trifluoperazine.FMP45_HNM1,76283,74702,97.9274543476266,354
B_noMTX_Trifluoperazine.HUG1_ALO1,81635,79868,97.83548722974214,344
B_noMTX_Trifluoperazine.TPO1_TCB2,64754,63949,98.75683355468388,333
B_noMTX_Trifluoperazine.ERV25_ORM2,258669,254738,98.4802972138138,360
B_noMTX_Trifluoperazine.ERG11_PIS1,367700,362240,98.515093826489,360
B_noMTX_Trifluoperazine.FMP45_MEP1,59133,57794,97.73561294032098,354
B_noMTX_Trifluoperazine.HNM1_ERG11,151758,148928,98.13518891920032,359
B_noMTX_Trifluoperazine.ERG27_ACF2,144577,141375,97.78526321614088,351
B_noMTX_Trifluoperazine.MID2_RSN1,215218,210696,97.89887462944549,360
B_noMTX_Trifluoperazine.ERV25_EMP47,30471,29736,97.58787043418332,352
B_noMTX_Trifluoperazine.ERG11_TPO4,96885,95891,98.97404138927595,343
B_noMTX_Trifluoperazine.PLM2_SNA3,89336,85672,95.89862989164503,347
B_noMTX_Trifluoperazine.MID2_TPO2,41329,40226,97.33117181640011,344
B_noMTX_Trifluoperazine.ALO1_HYR1,286836,281584,98.16898855094898,361
B_noMTX_Trifluoperazine.SNA4_GTR2,126757,123353,97.314546731147,356
B_noMTX_Trifluoperazine.MID2_TPO4,74535,73080,98.04789696115918,353
B_noMTX_Trifluoperazine.SSH1_ORM2,153413,150031,97.79549321113595,356
B_noMTX_Trifluoperazine.RET2_EMP70,327614,324095,98.92587007881227,346
B_noMTX_Trifluoperazine.HNM1_RBD2,76273,74149,97.21526621478111,348
B_noMTX_Trifluoperazine.SRO9_SGN1,268828,263834,98.14230660496675,360
B_noMTX_Trifluoperazine.ERV25_PIS1,43980,43093,97.9831741700773,341
B_noMTX_Trifluoperazine.ERG11_ORM2,111495,110234,98.8690075788152,339
B_noMTX_Trifluoperazine.ERG11_HYR1,220449,217413,98.62281071812528,357
B_noMTX_Trifluoperazine.PLM2_HNM1,21275,20517,96.43713278495886,345
B_noMTX_Trifluoperazine.SRO9_GIS2,56841,55516,97.66893615524006,342
B_noMTX_Trifluoperazine.TPO1_TPO2,82564,81038,98.15173683445569,339
