Condition,total_reads,mapped_reads,%_barcode_mapped,nb_strains
A_MTX_Fluconazole.PMC1_CTR2,72270,71381,98.7698906876989,296
A_MTX_Fluconazole.PLM2_SNA3,123256,122282,99.20977477769844,277
A_MTX_Fluconazole.ERV25_ERG5,132088,131006,99.18084913088244,291
A_MTX_Fluconazole.ERV25_UIP4,162779,161190,99.02382985520245,294
A_MTX_Fluconazole.HNM1_TPO4,206665,205194,99.28822006629086,295
A_MTX_Fluconazole.PLM2_HNM1,147922,146204,98.83857708792472,298
A_MTX_Fluconazole.RET2_SNA3,102326,101616,99.30613920215781,247
A_MTX_Fluconazole.ERG11_ERV25,204404,202802,99.21625799886499,291
A_MTX_Fluconazole.ALO1_UIP4,44499,43847,98.53479853479854,281
A_MTX_Fluconazole.SRO9_GIS2,159305,157319,98.75333479802893,330
A_MTX_Fluconazole.ADE17_HYR1,39045,38243,97.94595978998592,301
A_MTX_Fluconazole.ERV25_RBD2,136341,134067,98.33212313243999,290
A_MTX_Fluconazole.SSH1_ERV25,123812,121871,98.43230058475754,294
A_MTX_Fluconazole.MID2_TPO2,88094,86516,98.2087315821736,310
A_MTX_Fluconazole.TPO1_TPO2,116155,115208,99.1847100856614,273
A_MTX_Fluconazole.HNM1_RBD2,16506,15948,96.61941112322792,278
A_MTX_Fluconazole.SNA4_GTR2,91828,90026,98.0376355795618,308
A_MTX_Fluconazole.ERG11_PIS1,193344,182800,94.54650777888116,329
A_MTX_Fluconazole.FMP45_MEP1,91659,90630,98.8773606519818,295
A_MTX_Fluconazole.TPO1_MID2,146839,144937,98.70470379122712,271
A_MTX_Fluconazole.SRO9_SGN1,126496,124391,98.33591576018213,312
A_MTX_Fluconazole.SSH1_ERG11,69015,68164,98.76693472433529,266
A_MTX_Fluconazole.RET2_EMP70,76419,75711,99.07352883445216,233
A_MTX_Fluconazole.FMP45_MID2,124282,122992,98.9620379459616,300
A_MTX_Fluconazole.GTR1_SLM4,145242,143777,98.99133859351979,327
A_MTX_Fluconazole.ADE17_GIS2,147001,145473,98.96055128876674,308
A_MTX_Fluconazole.MID2_WSC2,88525,87750,99.12454109008755,287
A_MTX_Fluconazole.MID2_TPO4,143304,141928,99.03980349466867,301
A_MTX_Fluconazole.ALO1_ADE17,80920,80177,99.08180919426594,271
A_MTX_Fluconazole.ERG11_ORM2,86427,85689,99.146100177028,301
A_MTX_Fluconazole.noPPI_reference,104454,103327,98.92105615869187,266
A_MTX_Fluconazole.RET2_EMP47,92262,91502,99.1762589148295,275
A_MTX_Fluconazole.ERV25_ORM2,150013,145684,97.11425009832482,311
A_MTX_Fluconazole.HNM1_MAM33,66924,66082,98.74185643416412,296
A_MTX_Fluconazole.HUG1_ALO1,120704,119266,98.8086558854719,279
A_MTX_Fluconazole.DHH1_LSM3,384781,370476,96.28230084125775,339
A_MTX_Fluconazole.HNM1_TPO2,147577,144909,98.19213020999207,280
A_MTX_Fluconazole.ERG11_TPO4,190162,188907,99.34003639002535,317
A_MTX_Fluconazole.ERV25_PIS1,106017,104509,98.57758661346764,298
A_MTX_Fluconazole.MID2_RSN1,143531,142448,99.24545916909936,278
A_MTX_Fluconazole.HNM1_ERG11,173462,172330,99.34740750135477,294
A_MTX_Fluconazole.MID2_PIN2,394090,388752,98.64548707148113,323
A_MTX_Fluconazole.HUG1_PGM2,89914,88761,98.71766354516538,274
A_MTX_Fluconazole.FMP45_HNM1,102230,101338,99.12745769343637,283
A_MTX_Fluconazole.TPO1_TCB2,74153,73606,99.26233598101223,237
A_MTX_Fluconazole.ERV25_EMP47,356024,352435,98.99192189290609,309
A_MTX_Fluconazole.ALO1_HYR1,147087,145695,99.0536213261539,292
A_MTX_Fluconazole.SRO9_DHH1,93900,92559,98.57188498402556,291
A_MTX_Fluconazole.HUG1_ADE17,27927,27464,98.34210620546425,238
A_MTX_Fluconazole.ERG11_HYR1,98536,97653,99.10388081513356,296
A_MTX_Fluconazole.SSH1_ORM2,54930,53912,98.14673220462407,253
A_MTX_Fluconazole.PMC1_GTR2,98152,97230,99.06064063900888,269
A_MTX_Fluconazole.HNM1_TPO1,209249,206799,98.8291461368991,289
A_MTX_Fluconazole.ERG11_ERG5,204359,201773,98.73457983254958,327
A_MTX_Fluconazole.ERG11_ACF2,66448,65721,98.90591138935709,263
A_MTX_Fluconazole.SNA4_VAC8,125978,122988,97.62656971852228,293
A_MTX_Fluconazole.HNM1_MID2,144819,143473,99.07056394533866,322
A_MTX_Fluconazole.MID2_MAM33,155233,153868,99.1206766602462,291
A_MTX_Fluconazole.SSH1_PIS1,201774,200707,99.47119053991099,274
A_MTX_Fluconazole.ADE17_PGM2,105450,104309,98.91797060218113,289
A_MTX_Fluconazole.ERG27_ACF2,65496,64992,99.2304873580066,251
A_MTX_Fluconazole.ERG11_MID2,168165,166759,99.16391639163916,340
