Condition,total_reads,mapped_reads,%_barcode_mapped,nb_strains
B_noMTX_Metformin.HNM1_TPO2,107703,105820,98.25167358383703,343
B_noMTX_Metformin.FMP45_MID2,209411,205895,98.32100510479393,349
B_noMTX_Metformin.MID2_TPO4,200946,197515,98.29257611497616,360
B_noMTX_Metformin.noPPI_reference,53769,52225,97.12845691755473,355
B_noMTX_Metformin.ERG27_ACF2,27360,26461,96.7141812865497,337
B_noMTX_Metformin.ERG11_PIS1,104634,102966,98.40587189632433,351
B_noMTX_Metformin.ERV25_PIS1,243800,240060,98.46595570139458,350
B_noMTX_Metformin.SNA4_VAC8,155269,150550,96.96075842569991,353
B_noMTX_Metformin.FMP45_MEP1,66889,65490,97.90847523509098,351
B_noMTX_Metformin.ERG11_ERG5,97565,96095,98.49331215087378,346
B_noMTX_Metformin.RET2_SNA3,233551,231476,99.11154308908975,339
B_noMTX_Metformin.ADE17_GIS2,168031,164693,98.01346180169136,355
B_noMTX_Metformin.PMC1_CTR2,134275,132072,98.35933718115807,350
B_noMTX_Metformin.ERV25_EMP47,51259,50666,98.84312998692913,342
B_noMTX_Metformin.PLM2_SNA3,57752,56137,97.2035600498684,337
B_noMTX_Metformin.HNM1_MAM33,62856,61568,97.95087183403335,343
B_noMTX_Metformin.SRO9_DHH1,182070,179180,98.4126984126984,354
B_noMTX_Metformin.PMC1_GTR2,85408,84152,98.52941176470588,345
B_noMTX_Metformin.RET2_EMP47,96704,95469,98.72290701522171,342
B_noMTX_Metformin.HNM1_TPO4,107953,106678,98.81893046047817,342
B_noMTX_Metformin.SNA4_GTR2,73973,72009,97.34497722141863,348
B_noMTX_Metformin.ERG11_ACF2,230776,227655,98.64760633688078,355
B_noMTX_Metformin.SSH1_ERV25,111731,110229,98.65569985053388,345
B_noMTX_Metformin.TPO1_TPO2,73845,72937,98.7703974541269,339
B_noMTX_Metformin.HNM1_TPO1,82166,80940,98.50789864420807,338
B_noMTX_Metformin.HNM1_RBD2,293718,288612,98.26159785917105,354
B_noMTX_Metformin.ERG11_HYR1,321839,317862,98.76428897678653,359
B_noMTX_Metformin.HUG1_ALO1,85966,84341,98.10971779540749,348
B_noMTX_Metformin.MID2_TPO2,190919,187398,98.15576239138065,358
B_noMTX_Metformin.MID2_RSN1,255272,250373,98.08087060077094,361
B_noMTX_Metformin.ERV25_UIP4,97924,95520,97.54503492504392,350
B_noMTX_Metformin.ERG11_MID2,215758,212850,98.65219366141696,359
B_noMTX_Metformin.HUG1_ADE17,209588,202450,96.59427066435101,359
B_noMTX_Metformin.SRO9_SGN1,73566,72090,97.9936383655493,341
B_noMTX_Metformin.ERV25_ORM2,240526,237140,98.59225198107481,360
B_noMTX_Metformin.ERG11_TPO4,80893,79955,98.84044354888557,344
B_noMTX_Metformin.HNM1_MID2,169277,166466,98.33940818894474,353
B_noMTX_Metformin.ALO1_UIP4,95314,94114,98.74100342027404,344
B_noMTX_Metformin.ERV25_ERG5,54809,53923,98.38347716615884,348
B_noMTX_Metformin.ADE17_PGM2,217402,214470,98.6513463537594,352
B_noMTX_Metformin.GTR1_SLM4,223358,221263,99.0620438936595,349
B_noMTX_Metformin.FMP45_HNM1,225055,222194,98.728755193175,353
B_noMTX_Metformin.PLM2_HNM1,85862,84635,98.57096270760057,348
B_noMTX_Metformin.ALO1_ADE17,99346,98322,98.96925895355626,337
B_noMTX_Metformin.ERV25_RBD2,88783,87143,98.1527995224311,345
B_noMTX_Metformin.DHH1_LSM3,20274,19381,95.59534379007596,347
B_noMTX_Metformin.SSH1_ORM2,156699,153707,98.09060683220697,355
B_noMTX_Metformin.MID2_PIN2,338477,331850,98.04211216714873,360
B_noMTX_Metformin.TPO1_TCB2,113946,112734,98.93633826549419,334
B_noMTX_Metformin.TPO1_MID2,89859,88271,98.23278692173294,335
B_noMTX_Metformin.ALO1_HYR1,190895,187761,98.35825977631683,347
B_noMTX_Metformin.SSH1_PIS1,224369,220858,98.43516706853443,358
B_noMTX_Metformin.ERG11_ERV25,73718,72455,98.28671423532923,340
B_noMTX_Metformin.ADE17_HYR1,92679,91297,98.50883155838972,344
B_noMTX_Metformin.ERG11_ORM2,43932,43239,98.4225621414914,340
B_noMTX_Metformin.SSH1_ERG11,56562,55698,98.47247268484142,340
B_noMTX_Metformin.SRO9_GIS2,325988,320245,98.23827870964575,361
B_noMTX_Metformin.MID2_MAM33,148299,146258,98.62372639060277,344
B_noMTX_Metformin.HUG1_PGM2,53751,52330,97.35632825435806,349
B_noMTX_Metformin.RET2_EMP70,345401,341335,98.82281753671819,343
B_noMTX_Metformin.MID2_WSC2,235728,232639,98.68959139347044,354
B_noMTX_Metformin.HNM1_ERG11,61120,59743,97.74705497382199,349
