Condition,total_reads,mapped_reads,%_barcode_mapped,nb_strains
A_MTX_5-FC.ERV25_EMP47,70687,69564,98.41130618076875,338
A_MTX_5-FC.ERG11_ACF2,86365,85663,99.18717072888322,265
A_MTX_5-FC.SSH1_PIS1,73491,72839,99.11281653535808,290
A_MTX_5-FC.HNM1_TPO4,128607,127429,99.08403119581361,299
A_MTX_5-FC.ADE17_HYR1,81060,80292,99.05255366395262,312
A_MTX_5-FC.FMP45_MID2,351481,344692,98.06845889251483,336
A_MTX_5-FC.GTR1_SLM4,105901,104776,98.93768708510778,341
A_MTX_5-FC.ERV25_ORM2,145298,143702,98.90156781235805,338
A_MTX_5-FC.HNM1_MAM33,86200,85339,99.00116009280742,297
A_MTX_5-FC.TPO1_TCB2,87392,86699,99.2070212376419,306
A_MTX_5-FC.HNM1_MID2,89144,88062,98.78623350982679,310
A_MTX_5-FC.TPO1_TPO2,84643,83776,98.97569793131152,322
A_MTX_5-FC.ERV25_PIS1,95955,95248,99.26319628992756,288
A_MTX_5-FC.MID2_PIN2,134970,133183,98.67600207453509,316
A_MTX_5-FC.ERG11_MID2,130583,129452,99.13388419625832,340
A_MTX_5-FC.FMP45_MEP1,212908,210083,98.67313581453023,331
A_MTX_5-FC.DHH1_LSM3,642871,632433,98.37634610987274,357
A_MTX_5-FC.MID2_WSC2,59553,58822,98.77252195523315,277
A_MTX_5-FC.ADE17_PGM2,103739,102863,99.1555731210056,291
A_MTX_5-FC.PMC1_CTR2,63565,62664,98.58255329190592,312
A_MTX_5-FC.RET2_EMP47,53192,52643,98.96788990825688,295
A_MTX_5-FC.PLM2_SNA3,404698,397719,98.27550420313419,302
A_MTX_5-FC.MID2_MAM33,64778,63708,98.3482046373769,317
A_MTX_5-FC.FMP45_HNM1,71066,69619,97.96386457659078,329
A_MTX_5-FC.ERG11_ORM2,84155,83484,99.20266175509477,316
A_MTX_5-FC.ERG11_PIS1,153573,151739,98.8057796617895,310
A_MTX_5-FC.ALO1_ADE17,68226,67632,99.12936417201654,283
A_MTX_5-FC.RET2_EMP70,313035,310307,99.12853195329596,314
A_MTX_5-FC.PMC1_GTR2,99059,97580,98.50695040329501,329
A_MTX_5-FC.ERG11_HYR1,618596,611994,98.93274447296781,361
A_MTX_5-FC.TPO1_MID2,82891,81662,98.51732998757404,309
A_MTX_5-FC.MID2_TPO4,115614,114578,99.10391475080873,283
A_MTX_5-FC.ALO1_UIP4,141628,140281,99.04891688084277,308
A_MTX_5-FC.ERG11_ERV25,181870,180381,99.18128333424974,332
A_MTX_5-FC.SRO9_GIS2,65988,64510,97.7601988240286,312
A_MTX_5-FC.SNA4_VAC8,81335,79344,97.5520993422266,285
A_MTX_5-FC.ERV25_ERG5,150348,149203,99.23843350094448,310
A_MTX_5-FC.noPPI_reference,187247,185610,99.12575368363711,310
A_MTX_5-FC.MID2_TPO2,61352,60279,98.25107575955144,300
A_MTX_5-FC.SRO9_SGN1,161335,159420,98.81302879102488,347
A_MTX_5-FC.ERV25_RBD2,174342,170952,98.05554599580135,330
A_MTX_5-FC.HNM1_TPO2,182879,180103,98.48205644169096,305
A_MTX_5-FC.HUG1_PGM2,208782,204766,98.07646253029476,343
A_MTX_5-FC.HNM1_TPO1,72343,71098,98.2790318344553,298
A_MTX_5-FC.ERG11_ERG5,91770,90497,98.6128364389234,341
A_MTX_5-FC.HUG1_ALO1,89935,88624,98.54228053594262,316
A_MTX_5-FC.HNM1_RBD2,187487,166389,88.74695312208313,308
A_MTX_5-FC.ERV25_UIP4,95214,93851,98.56848782742034,313
A_MTX_5-FC.MID2_RSN1,97657,96343,98.65447433363713,309
A_MTX_5-FC.ERG27_ACF2,174091,172489,99.07979160324199,295
A_MTX_5-FC.HNM1_ERG11,94372,92819,98.35438477514516,299
A_MTX_5-FC.SSH1_ERG11,42767,42106,98.45441578787383,274
A_MTX_5-FC.ERG11_TPO4,184211,182874,99.27420186633806,310
A_MTX_5-FC.PLM2_HNM1,82187,81194,98.79177972185383,310
A_MTX_5-FC.SSH1_ERV25,325697,322109,98.89836258854088,331
A_MTX_5-FC.ALO1_HYR1,68383,67578,98.8228068379568,275
A_MTX_5-FC.SNA4_GTR2,73415,72105,98.21562351018184,327
A_MTX_5-FC.SSH1_ORM2,92694,91385,98.58782661229422,316
A_MTX_5-FC.HUG1_ADE17,50647,49216,97.17456117835212,296
A_MTX_5-FC.ADE17_GIS2,208833,206741,98.99824261491239,289
A_MTX_5-FC.RET2_SNA3,64258,63670,99.08493884030004,301
A_MTX_5-FC.SRO9_DHH1,61835,61227,99.01673809331285,284
