Condition,total_reads,mapped_reads,%_barcode_mapped,nb_strains
A_noMTX_Trifluoperazine.ERG11_MID2,184605,181203,98.1571463394816,358
A_noMTX_Trifluoperazine.TPO1_TCB2,4670,4497,96.29550321199144,296
A_noMTX_Trifluoperazine.SNA4_GTR2,90335,87290,96.62921348314607,358
A_noMTX_Trifluoperazine.HNM1_MID2,158882,154995,97.55353029292179,361
A_noMTX_Trifluoperazine.SNA4_VAC8,157425,152657,96.971256153724,350
A_noMTX_Trifluoperazine.noPPI_reference,71074,68975,97.04674001744661,355
A_noMTX_Trifluoperazine.RET2_EMP70,91834,90679,98.74229588169959,324
A_noMTX_Trifluoperazine.SRO9_GIS2,58469,56864,97.25495561750671,359
A_noMTX_Trifluoperazine.MID2_MAM33,71590,70457,98.41737672859338,344
A_noMTX_Trifluoperazine.RET2_SNA3,61604,60860,98.79228621518084,301
A_noMTX_Trifluoperazine.HNM1_RBD2,73137,71128,97.25310034592613,343
A_noMTX_Trifluoperazine.TPO1_MID2,71573,70069,97.89864893185978,336
A_noMTX_Trifluoperazine.ERV25_PIS1,93015,90539,97.33806375315808,356
A_noMTX_Trifluoperazine.ALO1_ADE17,94859,93263,98.3175028199749,349
A_noMTX_Trifluoperazine.ERV25_ORM2,80943,79462,98.17031738383801,350
A_noMTX_Trifluoperazine.ADE17_HYR1,82681,80555,97.42867164161053,354
A_noMTX_Trifluoperazine.ERG11_HYR1,100817,99249,98.44470674588611,352
A_noMTX_Trifluoperazine.PMC1_CTR2,64775,63241,97.63180239289849,346
A_noMTX_Trifluoperazine.FMP45_MEP1,175901,170273,96.80047299333148,359
A_noMTX_Trifluoperazine.ERV25_EMP47,138822,136357,98.2243448444771,360
A_noMTX_Trifluoperazine.ADE17_PGM2,103373,100949,97.65509368984165,337
A_noMTX_Trifluoperazine.FMP45_MID2,91015,88991,97.77619073779047,351
A_noMTX_Trifluoperazine.ERG11_TPO4,151681,149063,98.27400926945366,356
A_noMTX_Trifluoperazine.ERG11_ERV25,139233,136276,97.87622187268823,357
A_noMTX_Trifluoperazine.HUG1_ADE17,63653,61253,96.22955713006456,353
A_noMTX_Trifluoperazine.PLM2_HNM1,85745,83742,97.66400373199603,354
A_noMTX_Trifluoperazine.SRO9_SGN1,115992,113256,97.64121663563004,357
A_noMTX_Trifluoperazine.HUG1_PGM2,203882,196313,96.28755848971464,360
A_noMTX_Trifluoperazine.ADE17_GIS2,63761,61683,96.74095450196829,355
A_noMTX_Trifluoperazine.GTR1_SLM4,171080,167827,98.09855038578443,358
A_noMTX_Trifluoperazine.TPO1_TPO2,67263,65981,98.09404873407371,347
A_noMTX_Trifluoperazine.HNM1_TPO1,7637,7134,93.41364410108682,340
A_noMTX_Trifluoperazine.HNM1_TPO2,80690,78450,97.223943487421,349
A_noMTX_Trifluoperazine.ALO1_UIP4,154010,149704,97.20407765729499,360
A_noMTX_Trifluoperazine.MID2_WSC2,56846,55936,98.39918375963128,338
A_noMTX_Trifluoperazine.ERG11_PIS1,126273,123234,97.59330973367229,355
A_noMTX_Trifluoperazine.ERG11_ERG5,82491,80803,97.95371616297535,353
A_noMTX_Trifluoperazine.ERV25_RBD2,83567,81017,96.94855624827983,347
A_noMTX_Trifluoperazine.SSH1_PIS1,68888,67689,98.25949367088607,347
A_noMTX_Trifluoperazine.SRO9_DHH1,67422,66141,98.10002669751712,347
A_noMTX_Trifluoperazine.HNM1_MAM33,63189,61496,97.32073620408616,343
A_noMTX_Trifluoperazine.SSH1_ERG11,111357,108610,97.53315911886993,359
A_noMTX_Trifluoperazine.SSH1_ORM2,164084,160185,97.6237780648936,359
A_noMTX_Trifluoperazine.ERG11_ORM2,75784,74574,98.4033569091101,349
A_noMTX_Trifluoperazine.RET2_EMP47,75191,74213,98.69931241770956,325
A_noMTX_Trifluoperazine.DHH1_LSM3,88369,85924,97.23319263542645,350
A_noMTX_Trifluoperazine.MID2_TPO2,143345,139676,97.44044089434581,357
A_noMTX_Trifluoperazine.ERV25_UIP4,112555,110028,97.7548753942517,359
A_noMTX_Trifluoperazine.PLM2_SNA3,79378,75889,95.60457557509638,339
A_noMTX_Trifluoperazine.ALO1_HYR1,138735,135491,97.6617291959491,359
A_noMTX_Trifluoperazine.HUG1_ALO1,41959,40498,96.51802950499298,347
A_noMTX_Trifluoperazine.HNM1_TPO4,104337,101899,97.66334090495222,351
A_noMTX_Trifluoperazine.SSH1_ERV25,98735,96887,98.12832328961362,359
A_noMTX_Trifluoperazine.ERV25_ERG5,77218,76039,98.47315392784066,349
A_noMTX_Trifluoperazine.FMP45_HNM1,176595,172629,97.75418330077295,359
A_noMTX_Trifluoperazine.HNM1_ERG11,25452,24553,96.46786107182147,340
A_noMTX_Trifluoperazine.MID2_TPO4,59563,58311,97.89802394103722,348
A_noMTX_Trifluoperazine.MID2_RSN1,85428,83372,97.59329493842768,356
A_noMTX_Trifluoperazine.ERG27_ACF2,81890,80149,97.87397728660399,349
A_noMTX_Trifluoperazine.PMC1_GTR2,159342,156400,98.15365691405907,352
A_noMTX_Trifluoperazine.MID2_PIN2,96849,94329,97.39801133723631,359
A_noMTX_Trifluoperazine.ERG11_ACF2,5781,5459,94.43002940667704,326
