Condition,total_reads,mapped_reads,%_barcode_mapped,nb_strains
B_noMTX_5-FC.ERG11_PIS1,98355,97085,98.70875908698083,342
B_noMTX_5-FC.HNM1_RBD2,301754,296194,98.1574395037017,356
B_noMTX_5-FC.SSH1_ERG11,236240,232862,98.57009820521505,359
B_noMTX_5-FC.ERV25_RBD2,116532,115000,98.68533964919507,347
B_noMTX_5-FC.TPO1_TPO2,87785,86776,98.85060089992595,341
B_noMTX_5-FC.HNM1_MAM33,95751,94044,98.21725099476768,354
B_noMTX_5-FC.HUG1_ADE17,61574,59308,96.3198752720304,341
B_noMTX_5-FC.ERG27_ACF2,85169,83913,98.5252850215454,328
B_noMTX_5-FC.ERG11_TPO4,103524,102419,98.93261465940265,352
B_noMTX_5-FC.PLM2_HNM1,106036,104762,98.79852125693161,348
B_noMTX_5-FC.ERV25_EMP47,726962,714092,98.22961860454879,361
B_noMTX_5-FC.ERG11_ERG5,115683,114360,98.85635745960944,341
B_noMTX_5-FC.SSH1_ORM2,328790,322882,98.20310836704279,349
B_noMTX_5-FC.SNA4_GTR2,103869,101628,97.84247465557577,358
B_noMTX_5-FC.SSH1_PIS1,161708,159530,98.6531278600935,353
B_noMTX_5-FC.SRO9_DHH1,99273,97921,98.63809897958156,349
B_noMTX_5-FC.RET2_EMP70,68671,67957,98.96025978943076,324
B_noMTX_5-FC.TPO1_TCB2,106453,105580,99.1799197768029,332
B_noMTX_5-FC.ERG11_ERV25,104052,102597,98.60166070810749,346
B_noMTX_5-FC.HNM1_TPO1,96171,94551,98.31550051470818,353
B_noMTX_5-FC.MID2_PIN2,438676,425791,97.06275246423328,361
B_noMTX_5-FC.ERV25_UIP4,127760,125822,98.48309329993738,352
B_noMTX_5-FC.TPO1_MID2,212806,208139,97.80692273714087,340
B_noMTX_5-FC.PLM2_SNA3,309873,298967,96.48049362158045,336
B_noMTX_5-FC.ALO1_UIP4,89518,88189,98.51538238119709,353
B_noMTX_5-FC.FMP45_MID2,107082,105526,98.54690797706431,350
B_noMTX_5-FC.RET2_EMP47,125884,124886,99.20720663467955,334
B_noMTX_5-FC.ADE17_HYR1,75381,74423,98.72912272323265,340
B_noMTX_5-FC.PMC1_CTR2,306083,302296,98.76275389355175,354
B_noMTX_5-FC.ERG11_MID2,112683,111249,98.72740342376402,355
B_noMTX_5-FC.HNM1_MID2,74007,72958,98.5825665139784,339
B_noMTX_5-FC.MID2_TPO4,77042,75998,98.64489499234183,353
B_noMTX_5-FC.ERV25_ERG5,112381,111281,99.0211868554293,347
B_noMTX_5-FC.ERV25_ORM2,161753,159383,98.53480306393081,358
B_noMTX_5-FC.ADE17_GIS2,76199,74914,98.31362616307301,337
B_noMTX_5-FC.SNA4_VAC8,71378,69874,97.89290817899072,335
B_noMTX_5-FC.FMP45_MEP1,106942,105150,98.32432533522845,355
B_noMTX_5-FC.SRO9_SGN1,626976,614571,98.0214553667126,361
B_noMTX_5-FC.HUG1_ALO1,63020,61799,98.06251983497303,335
B_noMTX_5-FC.RET2_SNA3,114304,113182,99.01840705487122,311
B_noMTX_5-FC.HNM1_ERG11,74032,72831,98.3777285498163,343
B_noMTX_5-FC.ERG11_HYR1,81847,80653,98.54118049531444,350
B_noMTX_5-FC.ALO1_HYR1,45274,44159,97.53721782921765,352
B_noMTX_5-FC.ERV25_PIS1,209543,206412,98.50579594641673,350
B_noMTX_5-FC.MID2_TPO2,197357,193503,98.04719366427337,356
B_noMTX_5-FC.HNM1_TPO4,101234,99749,98.53310152715491,349
B_noMTX_5-FC.DHH1_LSM3,53157,51377,96.65142878642511,354
B_noMTX_5-FC.HUG1_PGM2,61228,59907,97.8424903638858,345
B_noMTX_5-FC.PMC1_GTR2,78328,77172,98.52415483607395,341
B_noMTX_5-FC.FMP45_HNM1,83500,82537,98.84670658682634,348
B_noMTX_5-FC.noPPI_reference,131826,129504,98.23858722861955,358
B_noMTX_5-FC.ALO1_ADE17,133230,131983,99.06402461907979,348
B_noMTX_5-FC.MID2_WSC2,107484,106330,98.92635182910945,350
B_noMTX_5-FC.MID2_MAM33,106426,105184,98.83299193806025,349
B_noMTX_5-FC.SSH1_ERV25,67410,66233,98.25396825396825,347
B_noMTX_5-FC.HNM1_TPO2,87801,85824,97.74831721734375,350
B_noMTX_5-FC.ERG11_ACF2,91380,90287,98.80389581965419,339
B_noMTX_5-FC.ERG11_ORM2,110484,109258,98.89033706238007,352
B_noMTX_5-FC.GTR1_SLM4,114888,113204,98.5342246361674,354
B_noMTX_5-FC.SRO9_GIS2,74069,72639,98.06936775169099,351
B_noMTX_5-FC.ADE17_PGM2,65894,64816,98.36403921449602,335
B_noMTX_5-FC.MID2_RSN1,63811,62657,98.19153437495103,355
