Condition,total_reads,mapped_reads,%_barcode_mapped,nb_strains
A_MTX_noDrug.FMP45_HNM1,66724,65780,98.58521671362628,297
A_MTX_noDrug.HNM1_ERG11,114026,112291,98.47841720309403,301
A_MTX_noDrug.ERV25_EMP47,80340,79523,98.98307194423698,322
A_MTX_noDrug.HNM1_RBD2,6165,5944,96.41524736415248,239
A_MTX_noDrug.ERG11_TPO4,192712,190692,98.95180372784257,317
A_MTX_noDrug.ERG27_ACF2,238113,236433,99.29445263383352,272
A_MTX_noDrug.ERV25_RBD2,93727,92957,99.17846511677531,274
A_MTX_noDrug.ADE17_GIS2,166516,164610,98.85536525018617,296
A_MTX_noDrug.ERV25_ERG5,182409,180832,99.13545932492366,297
A_MTX_noDrug.MID2_TPO4,5810,5627,96.85025817555938,226
A_MTX_noDrug.ERG11_PIS1,137017,135388,98.81109643328931,295
A_MTX_noDrug.ERG11_ACF2,109364,108680,99.37456567060458,257
A_MTX_noDrug.ERG11_ORM2,108045,107246,99.26049331297145,316
A_MTX_noDrug.ERV25_UIP4,120262,118832,98.81092947065574,301
A_MTX_noDrug.MID2_RSN1,5480,5234,95.5109489051095,243
A_MTX_noDrug.RET2_EMP70,144301,142983,99.08663141627571,254
A_MTX_noDrug.FMP45_MID2,145063,142799,98.4392987874234,301
A_MTX_noDrug.ALO1_ADE17,303942,301853,99.31269781734673,295
A_MTX_noDrug.HNM1_MAM33,126146,124928,99.03445214275523,286
A_MTX_noDrug.SNA4_VAC8,297663,290959,97.74778860657858,302
A_MTX_noDrug.SRO9_DHH1,6076,5835,96.03357472021067,239
A_MTX_noDrug.MID2_PIN2,462438,458179,99.07901167291615,331
A_MTX_noDrug.HNM1_TPO4,99170,98325,99.14792780074619,273
A_MTX_noDrug.HNM1_TPO1,85672,84356,98.46390886170511,281
A_MTX_noDrug.ALO1_HYR1,81775,80844,98.86151024151636,301
A_MTX_noDrug.FMP45_MEP1,57357,56536,98.56861411859057,295
A_MTX_noDrug.SRO9_GIS2,11478,11022,96.02718243596445,265
A_MTX_noDrug.HUG1_ADE17,65340,64542,98.77869605142332,306
A_MTX_noDrug.GTR1_SLM4,135192,133682,98.88307000414225,320
A_MTX_noDrug.SSH1_ORM2,78497,77585,98.83817215944558,288
A_MTX_noDrug.HNM1_TPO2,123569,122222,98.9099207730094,314
A_MTX_noDrug.noPPI_reference,126543,125480,99.15996933848574,280
A_MTX_noDrug.RET2_EMP47,203320,201851,99.27749360613811,247
A_MTX_noDrug.SSH1_ERG11,80626,79559,98.67660556148141,299
A_MTX_noDrug.HUG1_PGM2,190918,188608,98.79005646403168,319
A_MTX_noDrug.MID2_WSC2,313047,310926,99.32246595559133,276
A_MTX_noDrug.ERG11_MID2,490122,485869,99.13225686665768,349
A_MTX_noDrug.MID2_TPO2,5026,4767,94.84679665738162,220
A_MTX_noDrug.ERG11_HYR1,85178,84308,98.97860950010566,314
A_MTX_noDrug.HNM1_MID2,123142,121568,98.72180084780172,302
A_MTX_noDrug.ERG11_ERG5,134236,132924,99.02261688369737,324
A_MTX_noDrug.HUG1_ALO1,65654,64889,98.83480062143967,273
A_MTX_noDrug.PMC1_GTR2,104381,103566,99.21920656058096,275
A_MTX_noDrug.PMC1_CTR2,86107,85179,98.92227112778288,292
A_MTX_noDrug.ERV25_PIS1,72757,72006,98.96779691301181,302
A_MTX_noDrug.SSH1_PIS1,102188,101244,99.07621247113164,290
A_MTX_noDrug.MID2_MAM33,169596,167898,98.99879714144203,305
A_MTX_noDrug.RET2_SNA3,118974,117961,99.14855346546304,224
A_MTX_noDrug.PLM2_HNM1,72368,71664,99.0271943400398,286
A_MTX_noDrug.ADE17_PGM2,85428,84313,98.69480732312591,299
A_MTX_noDrug.SSH1_ERV25,140892,139426,98.95948669903188,279
A_MTX_noDrug.SRO9_SGN1,104731,103634,98.95255463998242,325
A_MTX_noDrug.PLM2_SNA3,196015,193903,98.92253143892049,325
A_MTX_noDrug.ERG11_ERV25,168503,166756,98.96322320670848,327
A_MTX_noDrug.DHH1_LSM3,124028,122110,98.45357499919373,336
A_MTX_noDrug.TPO1_TPO2,84185,83603,99.30866543921127,263
A_MTX_noDrug.ALO1_UIP4,91793,90869,98.99338729532752,295
A_MTX_noDrug.SNA4_GTR2,91303,90015,98.58931250889894,321
A_MTX_noDrug.ERV25_ORM2,164742,162855,98.85457260443603,326
A_MTX_noDrug.TPO1_TCB2,73629,73026,99.1810292140325,280
A_MTX_noDrug.ADE17_HYR1,45931,45396,98.83520933574275,280
A_MTX_noDrug.TPO1_MID2,89670,88436,98.62384297981488,249
