Condition,total_reads,mapped_reads,%_barcode_mapped,nb_strains
B_MTX_Fluconazole.MID2_WSC2,24110,23798,98.70593114890087,228
B_MTX_Fluconazole.HNM1_TPO2,121367,120025,98.8942628556362,266
B_MTX_Fluconazole.ADE17_GIS2,96460,95780,99.29504457806344,266
B_MTX_Fluconazole.ERV25_PIS1,15637,15335,98.06868325126304,243
B_MTX_Fluconazole.ALO1_UIP4,49243,48650,98.79576792640579,234
B_MTX_Fluconazole.RET2_SNA3,96107,95363,99.22586284037584,196
B_MTX_Fluconazole.MID2_RSN1,48828,48307,98.93298926845253,217
B_MTX_Fluconazole.FMP45_MEP1,54155,53406,98.61693287785062,256
B_MTX_Fluconazole.noPPI_reference,71436,70694,98.96130802396551,234
B_MTX_Fluconazole.SNA4_VAC8,130899,127762,97.6034958250254,272
B_MTX_Fluconazole.PLM2_SNA3,121869,120912,99.21473057135121,258
B_MTX_Fluconazole.SSH1_PIS1,327962,326668,99.60544209390112,264
B_MTX_Fluconazole.SSH1_ERV25,108939,107527,98.70386179421511,268
B_MTX_Fluconazole.TPO1_MID2,73516,72323,98.37722400565863,227
B_MTX_Fluconazole.ERG11_ERV25,182597,180987,99.11827686106562,250
B_MTX_Fluconazole.SSH1_ERG11,84085,83102,98.83094487720759,257
B_MTX_Fluconazole.PMC1_CTR2,91573,90124,98.41765585925982,291
B_MTX_Fluconazole.ALO1_HYR1,186609,185178,99.23315595710818,236
B_MTX_Fluconazole.MID2_TPO2,50344,49705,98.73073255998729,221
B_MTX_Fluconazole.RET2_EMP70,72206,71799,99.43633493061519,185
B_MTX_Fluconazole.ERV25_EMP47,234253,232973,99.45358223800763,262
B_MTX_Fluconazole.ERG11_ERG5,80516,79441,98.66486164240648,295
B_MTX_Fluconazole.PLM2_HNM1,45721,45173,98.80142604055028,239
B_MTX_Fluconazole.ERG11_ORM2,87983,87031,98.9179727901981,285
B_MTX_Fluconazole.SRO9_SGN1,234443,230418,98.28316477779246,286
B_MTX_Fluconazole.FMP45_HNM1,44967,44335,98.59452487379635,250
B_MTX_Fluconazole.ERG27_ACF2,35159,34881,99.2093062942632,202
B_MTX_Fluconazole.HNM1_ERG11,62005,60986,98.3565841464398,260
B_MTX_Fluconazole.ERG11_HYR1,93681,93152,99.43531772718053,223
B_MTX_Fluconazole.DHH1_LSM3,148376,143254,96.5479592386909,323
B_MTX_Fluconazole.GTR1_SLM4,126044,124824,99.0320840341468,260
B_MTX_Fluconazole.ERG11_MID2,139259,138550,99.49087671173857,295
B_MTX_Fluconazole.MID2_MAM33,117613,116289,98.87427410235263,291
B_MTX_Fluconazole.SRO9_DHH1,58618,57251,97.6679518236719,247
B_MTX_Fluconazole.ALO1_ADE17,139059,138263,99.42758109867034,249
B_MTX_Fluconazole.ERV25_RBD2,116688,115168,98.69738105032224,269
B_MTX_Fluconazole.ERV25_UIP4,66736,65785,98.57498201870055,253
B_MTX_Fluconazole.ADE17_HYR1,16847,16434,97.54852495993353,234
B_MTX_Fluconazole.ERV25_ERG5,155526,153929,98.97316204364543,276
B_MTX_Fluconazole.RET2_EMP47,25644,25446,99.22788956481048,205
B_MTX_Fluconazole.ADE17_PGM2,654995,652121,99.56121802456506,276
B_MTX_Fluconazole.SSH1_ORM2,49794,49163,98.73277904968471,234
B_MTX_Fluconazole.TPO1_TPO2,61757,61301,99.26162216428907,194
B_MTX_Fluconazole.PMC1_GTR2,858477,850312,99.04889705839528,326
B_MTX_Fluconazole.FMP45_MID2,148864,147127,98.833163155632,267
B_MTX_Fluconazole.ERG11_PIS1,123866,122765,99.11113622785915,288
B_MTX_Fluconazole.ERG11_ACF2,95365,94662,99.26283227599224,247
B_MTX_Fluconazole.SRO9_GIS2,55223,54816,99.26298824765044,245
B_MTX_Fluconazole.ERV25_ORM2,205074,200192,97.61939592537328,292
B_MTX_Fluconazole.ERG11_TPO4,64790,63886,98.6047229510727,243
B_MTX_Fluconazole.HNM1_MID2,94755,93842,99.03646245580708,280
B_MTX_Fluconazole.TPO1_TCB2,79375,78806,99.28314960629922,211
B_MTX_Fluconazole.HUG1_ALO1,237710,234422,98.61680198561272,310
B_MTX_Fluconazole.HNM1_MAM33,60268,59259,98.32581137585453,266
B_MTX_Fluconazole.MID2_PIN2,31935,31400,98.32472209174887,243
B_MTX_Fluconazole.SNA4_GTR2,85081,83883,98.59193004313536,287
B_MTX_Fluconazole.MID2_TPO4,104324,103232,98.95326099459376,256
B_MTX_Fluconazole.HUG1_ADE17,151851,149822,98.66382177265872,274
B_MTX_Fluconazole.HNM1_TPO4,68463,67769,98.9863137753239,240
B_MTX_Fluconazole.HNM1_RBD2,25298,24833,98.16191003241363,252
B_MTX_Fluconazole.HNM1_TPO1,143154,141930,99.14497673833773,242
B_MTX_Fluconazole.HUG1_PGM2,153295,151793,99.0201898300662,280
