Condition,total_reads,mapped_reads,%_barcode_mapped,nb_strains
A_noMTX_noDrug.ERV25_RBD2,135147,132966,98.38620169149148,334
A_noMTX_noDrug.SRO9_SGN1,214972,211142,98.21837262527214,359
A_noMTX_noDrug.MID2_PIN2,221057,215664,97.5603577357876,360
A_noMTX_noDrug.MID2_TPO2,35995,35236,97.89137380191694,334
A_noMTX_noDrug.PLM2_HNM1,109619,108466,98.94817504264772,330
A_noMTX_noDrug.ERV25_UIP4,39515,38627,97.75275211944832,335
A_noMTX_noDrug.ERG27_ACF2,124543,122728,98.5426720088644,348
A_noMTX_noDrug.HNM1_RBD2,28631,28001,97.79958785931333,319
A_noMTX_noDrug.HNM1_TPO1,82736,81261,98.21722104041771,337
A_noMTX_noDrug.PMC1_GTR2,105196,103561,98.44575839385527,343
A_noMTX_noDrug.HNM1_TPO4,70468,69539,98.68167111312937,343
A_noMTX_noDrug.ADE17_HYR1,77246,75976,98.3559019237242,335
A_noMTX_noDrug.DHH1_LSM3,201151,197218,98.04475244965225,357
A_noMTX_noDrug.MID2_RSN1,46396,45595,98.27355806535046,345
A_noMTX_noDrug.TPO1_TCB2,61406,60693,98.83887567990098,322
A_noMTX_noDrug.HNM1_MAM33,93497,91565,97.93362353872317,346
A_noMTX_noDrug.RET2_SNA3,19049,18768,98.52485694787127,294
A_noMTX_noDrug.MID2_MAM33,76117,75129,98.70199823955227,343
A_noMTX_noDrug.ERG11_HYR1,165624,163360,98.6330483504806,354
A_noMTX_noDrug.HUG1_ALO1,77555,75908,97.87634581909612,337
A_noMTX_noDrug.ERG11_ERG5,174448,171144,98.10602586444098,358
A_noMTX_noDrug.HUG1_ADE17,30212,29368,97.20640804978154,332
A_noMTX_noDrug.ERG11_ACF2,125797,124030,98.59535601007973,344
A_noMTX_noDrug.RET2_EMP70,49924,49311,98.77213364313758,316
A_noMTX_noDrug.ERG11_MID2,75550,74699,98.87359364659166,336
A_noMTX_noDrug.TPO1_MID2,78863,77887,98.76241076296868,324
A_noMTX_noDrug.ERG11_PIS1,29571,28992,98.04200060870447,335
A_noMTX_noDrug.FMP45_HNM1,26191,25692,98.09476537741972,326
A_noMTX_noDrug.SNA4_VAC8,26345,25608,97.20250521920669,308
A_noMTX_noDrug.ERV25_PIS1,64972,63958,98.43932771039833,333
A_noMTX_noDrug.SNA4_GTR2,182896,178046,97.34821975330242,360
A_noMTX_noDrug.ADE17_GIS2,83313,81731,98.10113667734927,335
A_noMTX_noDrug.GTR1_SLM4,21074,20542,97.47556230426117,331
A_noMTX_noDrug.noPPI_reference,11010,10614,96.40326975476839,335
A_noMTX_noDrug.MID2_TPO4,37571,37036,98.5760293843656,331
A_noMTX_noDrug.MID2_WSC2,55061,54427,98.84854979023265,322
A_noMTX_noDrug.SSH1_ERG11,13643,13261,97.20002931906471,328
A_noMTX_noDrug.SSH1_ERV25,87539,86415,98.71600086818447,334
A_noMTX_noDrug.RET2_EMP47,96837,95917,99.04994991583796,314
A_noMTX_noDrug.TPO1_TPO2,85163,84254,98.93263506452332,331
A_noMTX_noDrug.SRO9_DHH1,54729,53851,98.3957316961757,326
A_noMTX_noDrug.ERV25_ERG5,144653,143067,98.9035830573856,346
A_noMTX_noDrug.ERG11_TPO4,95292,94111,98.76065147126725,344
A_noMTX_noDrug.PMC1_CTR2,61083,60154,98.4791185763633,339
A_noMTX_noDrug.HNM1_MID2,12823,12527,97.69164782032286,305
A_noMTX_noDrug.ALO1_HYR1,18899,18414,97.43372665220382,312
A_noMTX_noDrug.ALO1_UIP4,75455,74155,98.27711881253728,345
A_noMTX_noDrug.PLM2_SNA3,105147,102440,97.42550904923584,303
A_noMTX_noDrug.FMP45_MEP1,85238,83782,98.2918416668622,353
A_noMTX_noDrug.ERG11_ORM2,111760,110232,98.63278453829635,338
A_noMTX_noDrug.ERV25_EMP47,323626,318205,98.3249182698547,360
A_noMTX_noDrug.SSH1_PIS1,116255,114096,98.14287557524408,348
A_noMTX_noDrug.ALO1_ADE17,80295,79428,98.92023164580608,340
A_noMTX_noDrug.HNM1_ERG11,33755,33030,97.85217004888165,331
A_noMTX_noDrug.ADE17_PGM2,50507,49518,98.04185558437443,329
A_noMTX_noDrug.HNM1_TPO2,105370,102718,97.48315459808295,339
A_noMTX_noDrug.ERV25_ORM2,132920,130626,98.2741498645802,354
A_noMTX_noDrug.FMP45_MID2,175235,171519,97.87941906582589,357
A_noMTX_noDrug.HUG1_PGM2,69327,67869,97.89692327664547,343
A_noMTX_noDrug.SRO9_GIS2,62485,61301,98.10514523485637,337
A_noMTX_noDrug.SSH1_ORM2,140273,137504,98.02599217240666,356
A_noMTX_noDrug.ERG11_ERV25,68352,67171,98.2721793071161,342
